"ODD";"INDICATEUR_DEVDUR";"UNIT_MEASURE";"UNIT_MULT";"OBS_STATUS";"GEO";"GEO_OBJECT";"DEVDUR_COMPOSITE";"SEX";"AGE";"EMPSTA";"PCS";"TYPE_INDICATEUR_DEVDUR";"TIME_PERIOD";"OBS_VALUE"
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"_T";"3";"I_ODD";2018;3.5
"ODD13";"13.i4e";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP1";"_Z";"_Z";"_Z";"_Z";"I_NIR";1996;408.835891
"ODD3";"3.i4a";"_Z";"0";"A";"FM";"FRANCE";"_Z";"_T";"Y50T64";"_Z";"_Z";"I_NIR";2012;7.5
"ODD8";"8.i2";"PT";"0";"L";"F_X_D976";"FRANCE";"_Z";"M";"Y55T64";"_Z";"_Z";"I_NIR";2024;
"ODD13";"13.i3c";"TCO2E";"6";"L";"F";"FRANCE";"EMIGES_TYP4";"_Z";"_Z";"_Z";"_Z";"I_NIR";2024;
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"M";"Y65T69";"_Z";"_Z";"I_NIR";2011;6
"ODD14";"14.i2c";"N_KM2";"0";"L";"FM";"FRANCE";"MER_FACADE4";"_Z";"_Z";"_Z";"_Z";"I_ODD";2017;
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"F";"Y65T69";"_Z";"_Z";"I_NIR";2015;5.7
"ODD13";"13.i4f";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP2";"_Z";"_Z";"_Z";"_Z";"I_NIR";2002;17.897081
"ODD13";"13.i4f";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP3";"_Z";"_Z";"_Z";"_Z";"I_NIR";2009;10.796519
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"M";"Y55T64";"_Z";"_Z";"I_NIR";2008;41.1
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT3";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2016;82
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT3";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2015;83
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT3";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2014;84
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT3";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2013;82
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT3";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2012;82
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT3";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2011;83
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT3";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2010;83
"ODD13";"13.i4b";"TCO2E";"6";"L";"F";"FRANCE";"ECO_SECT12";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2024;
"ODD1";"1.i1a";"PT";"0";"B";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"_T";"1_2";"I_ODD";2012;20.7
"ODD2";"2.i6c";"_Z";"3";"A";"F";"FRANCE";"PHYTO1";"_Z";"_Z";"_Z";"_Z";"I_ODD";2012;9.8
"ODD13";"13.i4d";"TCO2E";"0";"A";"F";"FRANCE";"GES_TYP1";"_Z";"_Z";"_Z";"_Z";"I_NIR";2002;6.721272
"ODD13";"13.i3c";"TCO2E";"6";"L";"F";"FRANCE";"EMIGES_TYP5";"_Z";"_Z";"_Z";"_Z";"I_NIR";2008;
"ODD13";"13.i4d";"TCO2E";"0";"A";"F";"FRANCE";"GES_TYP1";"_Z";"_Z";"_Z";"_Z";"I_NIR";2015;5.146516
"ODD2";"2.i6b";"_Z";"3";"A";"F";"FRANCE";"PHYTO1";"_Z";"_Z";"_Z";"_Z";"I_ODD";2018;24.6
"ODD3";"3.i4a";"_Z";"0";"A";"FM";"FRANCE";"_Z";"_T";"Y25T49";"_Z";"_Z";"I_NIR";2016;7.3
"ODD3";"3.i4b";"PT";"0";"L";"FM";"FRANCE";"SATISF_NIV2";"F";"Y_GE16";"_Z";"_Z";"I_NIR";2024;
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"F";"Y55T64";"_Z";"_Z";"I_NIR";2019;53
"ODD13";"13.i4e";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP2";"_Z";"_Z";"_Z";"_Z";"I_NIR";2015;64.462392
"ODD13";"13.i4d";"TCO2E";"0";"A";"F";"FRANCE";"GES_TYP1";"_Z";"_Z";"_Z";"_Z";"I_NIR";2003;6.774063
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"_T";"3";"I_ODD";2016;3.1
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"_T";"3";"I_ODD";2015;3.1
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"_T";"3";"I_ODD";2014;3.3
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"_T";"3";"I_ODD";2013;3.6
"ODD1";"1.i1a";"PT";"0";"B";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"_T";"3";"I_ODD";2012;3.2
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"_T";"3";"I_ODD";2011;3.2
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"_T";"3";"I_ODD";2010;2.6
"ODD1";"1.i1a";"PT";"0";"L";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"_T";"1_2";"I_ODD";2024;
"ODD1";"1.i1a";"PT";"0";"L";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"_T";"1_2";"I_ODD";2023;
"ODD2";"2.i6b";"_Z";"3";"A";"F";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_ODD";2019;36.6
"ODD14";"14.i2b";"N_KM2";"0";"A";"FM";"FRANCE";"MER_FACADE4";"_Z";"_Z";"_Z";"_Z";"I_ODD";2017;0.34
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"F";"Y55T64";"_Z";"_Z";"I_NIR";2004;36.2
"ODD13";"13.i4d";"TCO2E";"0";"A";"F";"FRANCE";"GES_TYP1";"_Z";"_Z";"_Z";"_Z";"I_NIR";1996;6.8583
"ODD13";"13.i4e";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP2";"_Z";"_Z";"_Z";"_Z";"I_NIR";2003;75.382409
"ODD14";"14.i2b";"N_KM2";"0";"A";"FM";"FRANCE";"MER_FACADE5";"_Z";"_Z";"_Z";"_Z";"I_ODD";2017;0.92
"ODD14";"14.i2d";"N_KM2";"0";"A";"FM";"FRANCE";"MER_FACADE5";"_Z";"_Z";"_Z";"_Z";"I_ODD";2019;45389.47
"ODD8";"8.i2";"PT";"0";"L";"F_X_D976";"FRANCE";"_Z";"M";"Y25T54";"_Z";"_Z";"I_NIR";2016;
"ODD13";"13.i3c";"TCO2E";"6";"A";"F";"FRANCE";"EMIGES_TYP2";"_Z";"_Z";"_Z";"_Z";"I_NIR";1995;271.873142
"ODD14";"14.i2d";"N_KM2";"0";"L";"FM";"FRANCE";"MER_FACADE3";"_Z";"_Z";"_Z";"_Z";"I_ODD";2016;
"ODD1";"1.i1a";"PT";"0";"B";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"_T";"1_2";"I_ODD";2021;17.4
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"_T";"1_2";"I_ODD";2020;20.8
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"_T";"1_2";"I_ODD";2019;22.7
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"_T";"1_2";"I_ODD";2018;22.4
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"_T";"1_2";"I_ODD";2017;22.1
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"_T";"1_2";"I_ODD";2016;22
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"_T";"1_2";"I_ODD";2015;22
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"_T";"1_2";"I_ODD";2014;23.7
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"_T";"1_2";"I_ODD";2013;21.5
"ODD8";"8.i2";"PT";"0";"L";"F_X_D976";"FRANCE";"_Z";"F";"Y25T54";"_Z";"_Z";"I_NIR";2006;
"ODD8";"8.i2";"PT";"0";"L";"F_X_D976";"FRANCE";"_Z";"M";"Y25T54";"_Z";"_Z";"I_NIR";2019;
"ODD13";"13.i4e";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP1";"_Z";"_Z";"_Z";"_Z";"I_NIR";2008;398.514735
"ODD2";"2.i6c";"_Z";"3";"P";"F";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_ODD";2020;20.5
"ODD3";"3.i4a";"_Z";"0";"A";"FM";"FRANCE";"_Z";"_T";"Y_GE65";"_Z";"_Z";"I_NIR";2021;6.6
"ODD13";"13.i4e";"TCO2E";"6";"A";"F";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_NIR";2003;538.390965
"ODD2";"2.i6c";"_Z";"3";"L";"F";"FRANCE";"PHYTO1";"_Z";"_Z";"_Z";"_Z";"I_ODD";2024;
"ODD13";"13.i3c";"TCO2E";"6";"A";"F";"FRANCE";"EMIGES_TYP1";"_Z";"_Z";"_Z";"_Z";"I_NIR";2020;103.322938
"ODD13";"13.i4f";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP3";"_Z";"_Z";"_Z";"_Z";"I_NIR";2012;10.190312
"ODD13";"13.i4e";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP1";"_Z";"_Z";"_Z";"_Z";"I_NIR";2010;386.423878
"ODD13";"13.i4b";"TCO2E";"6";"P";"F";"FRANCE";"ECO_SECT12";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2023;35
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT12";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2021;42
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT12";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2020;41
"ODD13";"13.i4d";"TCO2E";"0";"A";"F";"FRANCE";"GES_TYP3";"_Z";"_Z";"_Z";"_Z";"I_NIR";2012;0.443522
"ODD2";"2.i6c";"_Z";"3";"A";"F";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_ODD";2015;13.8
"ODD13";"13.i4d";"TCO2E";"0";"A";"F";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_NIR";2015;6.558095
"ODD2";"2.i6b";"_Z";"3";"L";"F";"FRANCE";"PHYTO3";"_Z";"_Z";"_Z";"_Z";"I_ODD";2024;
"ODD13";"13.i4e";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP3";"_Z";"_Z";"_Z";"_Z";"I_NIR";2004;35.883005
"ODD2";"2.i6c";"_Z";"3";"A";"F";"FRANCE";"PHYTO2";"_Z";"_Z";"_Z";"_Z";"I_ODD";2011;0.6
"ODD14";"14.i2a";"N_100m";"0";"L";"FM";"FRANCE";"MER_FACADE4";"_Z";"_Z";"_Z";"_Z";"I_ODD";2024;
"ODD3";"3.i4a";"_Z";"0";"A";"FM";"FRANCE";"_Z";"_T";"Y25T49";"_Z";"_Z";"I_NIR";2019;7.5
"ODD13";"13.i3c";"TCO2E";"6";"A";"F";"FRANCE";"EMIGES_TYP5";"_Z";"_Z";"_Z";"_Z";"I_NIR";2022;226.840146
"ODD13";"13.i4f";"TCO2E";"6";"A";"F";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_NIR";2007;162.843221
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT12";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2019;46
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT12";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2017;57
"ODD13";"13.i4f";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP1";"_Z";"_Z";"_Z";"_Z";"I_NIR";2009;103.652174
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"_T";"1_2";"I_ODD";2010;21.1
"ODD1";"1.i1a";"PT";"0";"L";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"36";"_T";"I_ODD";2024;
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"36";"_T";"I_ODD";2022;33.4
"ODD1";"1.i1a";"PT";"0";"B";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"36";"_T";"I_ODD";2021;33.2
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"36";"_T";"I_ODD";2020;30.8
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"36";"_T";"I_ODD";2019;32.5
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"36";"_T";"I_ODD";2018;32.7
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"36";"_T";"I_ODD";2017;31.3
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT12";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2016;54
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT12";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2015;50
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT12";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2014;47
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT12";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2013;61
"ODD13";"13.i4e";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP1";"_Z";"_Z";"_Z";"_Z";"I_NIR";1997;401.753054
"ODD14";"14.i2c";"N_KM2";"0";"A";"FM";"FRANCE";"MER_FACADE5";"_Z";"_Z";"_Z";"_Z";"I_ODD";2020;305.17
"ODD14";"14.i2a";"N_100m";"0";"A";"FM";"FRANCE";"MER_FACADE1";"_Z";"_Z";"_Z";"_Z";"I_ODD";2019;927
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y65T69";"_Z";"_Z";"I_NIR";2021;8.6
"ODD13";"13.i4d";"TCO2E";"0";"A";"F";"FRANCE";"GES_TYP3";"_Z";"_Z";"_Z";"_Z";"I_NIR";2015;0.4395
"ODD13";"13.i4f";"TCO2E";"6";"A";"F";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_NIR";2023;121.749462
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y25T54";"_Z";"_Z";"I_NIR";2011;81.5
"ODD13";"13.i3c";"TCO2E";"6";"A";"F";"FRANCE";"EMIGES_TYP2";"_Z";"_Z";"_Z";"_Z";"I_NIR";2007;274.720652
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"F";"Y65T69";"_Z";"_Z";"I_NIR";2004;2.4
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y25T54";"_Z";"_Z";"I_NIR";2016;80.3
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"36";"_T";"I_ODD";2015;32.1
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"36";"_T";"I_ODD";2014;30.9
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"36";"_T";"I_ODD";2013;29.9
"ODD1";"1.i1a";"PT";"0";"B";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"36";"_T";"I_ODD";2012;29.5
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"36";"_T";"I_ODD";2011;28.6
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"36";"_T";"I_ODD";2010;28
"ODD1";"1.i1a";"PT";"0";"L";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"31";"_T";"I_ODD";2024;
"ODD1";"1.i1a";"PT";"0";"L";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"31";"_T";"I_ODD";2023;
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"31";"_T";"I_ODD";2022;10.8
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT12";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2012;63
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT12";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2010;67
"ODD13";"13.i4b";"TCO2E";"6";"L";"F";"FRANCE";"ECO_SECT13";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2024;
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"F";"Y55T64";"_Z";"_Z";"I_NIR";2013;44.9
"ODD13";"13.i4f";"TCO2E";"6";"A";"F";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_NIR";2008;164.393638
"ODD13";"13.i3c";"TCO2E";"6";"A";"F";"FRANCE";"EMIGES_TYP1";"_Z";"_Z";"_Z";"_Z";"I_NIR";2014;123.014766
"ODD13";"13.i4f";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP1";"_Z";"_Z";"_Z";"_Z";"I_NIR";2013;110.526257
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y65T69";"_Z";"_Z";"I_NIR";2003;2.7
"ODD13";"13.i3c";"TCO2E";"6";"A";"F";"FRANCE";"EMIGES_TYP5";"_Z";"_Z";"_Z";"_Z";"I_NIR";2018;210.156097
"ODD13";"13.i3c";"TCO2E";"6";"A";"F";"FRANCE";"EMIGES_TYP2";"_Z";"_Z";"_Z";"_Z";"I_NIR";2013;232.240592
"ODD2";"2.i6b";"_Z";"3";"L";"F";"FRANCE";"PHYTO4";"_Z";"_Z";"_Z";"_Z";"I_ODD";2024;
"ODD13";"13.i4e";"TCO2E";"6";"A";"F";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_NIR";2001;539.432826
"ODD8";"8.i2";"PT";"0";"L";"F_X_D976";"FRANCE";"_Z";"F";"Y25T54";"_Z";"_Z";"I_NIR";2013;
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"31";"_T";"I_ODD";2020;9.2
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"31";"_T";"I_ODD";2019;9.5
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"31";"_T";"I_ODD";2018;8.7
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"31";"_T";"I_ODD";2017;7.6
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"31";"_T";"I_ODD";2016;7.4
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"31";"_T";"I_ODD";2015;7.3
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"31";"_T";"I_ODD";2014;7.2
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"31";"_T";"I_ODD";2013;7.6
"ODD1";"1.i1a";"PT";"0";"B";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"31";"_T";"I_ODD";2012;7.4
"ODD13";"13.i4e";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP3";"_Z";"_Z";"_Z";"_Z";"I_NIR";2018;28.507051
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y55T64";"_Z";"_Z";"I_NIR";2013;46.9
"ODD13";"13.i3c";"TCO2E";"6";"A";"F";"FRANCE";"EMIGES_TYP3";"_Z";"_Z";"_Z";"_Z";"I_NIR";2014;382.142802
"ODD13";"13.i4d";"TCO2E";"0";"A";"F";"FRANCE";"GES_TYP3";"_Z";"_Z";"_Z";"_Z";"I_NIR";2020;0.390529
"ODD2";"2.i6b";"_Z";"3";"L";"F";"FRANCE";"PHYTO1";"_Z";"_Z";"_Z";"_Z";"I_ODD";2023;
"ODD14";"14.i2c";"N_KM2";"0";"L";"FM";"FRANCE";"MER_FACADE1";"_Z";"_Z";"_Z";"_Z";"I_ODD";2022;
"ODD8";"8.i2";"PT";"0";"L";"F_X_D976";"FRANCE";"_Z";"_T";"Y65T69";"_Z";"_Z";"I_NIR";2024;
"ODD13";"13.i4f";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP2";"_Z";"_Z";"_Z";"_Z";"I_NIR";2004;16.714051
"ODD14";"14.i2c";"N_KM2";"0";"A";"FM";"FRANCE";"MER_FACADE1";"_Z";"_Z";"_Z";"_Z";"I_ODD";2018;111.2
"ODD8";"8.i2";"PT";"0";"L";"F_X_D976";"FRANCE";"_Z";"F";"Y65T69";"_Z";"_Z";"I_NIR";2024;
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"31";"_T";"I_ODD";2010;10
"ODD1";"1.i1a";"PT";"0";"L";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"3_GE18";"_T";"I_ODD";2024;
"ODD1";"1.i1a";"PT";"0";"L";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"3_GE18";"_T";"I_ODD";2023;
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"3_GE18";"_T";"I_ODD";2022;17.2
"ODD1";"1.i1a";"PT";"0";"B";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"3_GE18";"_T";"I_ODD";2021;17.4
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"3_GE18";"_T";"I_ODD";2020;15.8
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"3_GE18";"_T";"I_ODD";2019;16.3
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"3_GE18";"_T";"I_ODD";2018;15.8
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"3_GE18";"_T";"I_ODD";2017;14.6
"ODD14";"14.i2b";"N_KM2";"0";"L";"FM";"FRANCE";"MER_FACADE4";"_Z";"_Z";"_Z";"_Z";"I_ODD";2024;
"ODD13";"13.i3c";"TCO2E";"6";"A";"F";"FRANCE";"EMIGES_TYP3";"_Z";"_Z";"_Z";"_Z";"I_NIR";2021;363.0877
"ODD13";"13.i3c";"TCO2E";"6";"A";"F";"FRANCE";"EMIGES_TYP4";"_Z";"_Z";"_Z";"_Z";"I_NIR";2013;160.726621
"ODD3";"3.i4b";"PT";"0";"A";"FM";"FRANCE";"SATISF_NIV3";"F";"Y_GE16";"_Z";"_Z";"I_NIR";2020;18.5
"ODD13";"13.i4d";"TCO2E";"0";"A";"F";"FRANCE";"GES_TYP3";"_Z";"_Z";"_Z";"_Z";"I_NIR";2013;0.432634
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y55T64";"_Z";"_Z";"I_NIR";2009;40.2
"ODD14";"14.i2d";"N_KM2";"0";"L";"FM";"FRANCE";"MER_FACADE5";"_Z";"_Z";"_Z";"_Z";"I_ODD";2023;
"ODD13";"13.i3c";"TCO2E";"6";"L";"F";"FRANCE";"EMIGES_TYP4";"_Z";"_Z";"_Z";"_Z";"I_NIR";1995;
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"F";"Y55T64";"_Z";"_Z";"I_NIR";2023;57.2
"ODD8";"8.i2";"PT";"0";"L";"F_X_D976";"FRANCE";"_Z";"F";"Y25T54";"_Z";"_Z";"I_NIR";2024;
"ODD13";"13.i4b";"TCO2E";"6";"P";"F";"FRANCE";"ECO_SECT13";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2023;65
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT13";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2022;71
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT13";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2021;77
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT13";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2020;70
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT13";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2019;79
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT13";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2017;83
"ODD13";"13.i4e";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP3";"_Z";"_Z";"_Z";"_Z";"I_NIR";2017;29.529596
"ODD2";"2.i6b";"_Z";"3";"A";"F";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_ODD";2017;54.1
"ODD13";"13.i4e";"TCO2E";"6";"A";"F";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_NIR";2018;437.101884
"ODD13";"13.i4f";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP3";"_Z";"_Z";"_Z";"_Z";"I_NIR";1999;14.447119
"ODD13";"13.i4f";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP3";"_Z";"_Z";"_Z";"_Z";"I_NIR";2022;9.228645
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y55T64";"_Z";"_Z";"I_NIR";2017;52.6
