"ODD";"INDICATEUR_DEVDUR";"UNIT_MEASURE";"UNIT_MULT";"OBS_STATUS";"GEO";"GEO_OBJECT";"DEVDUR_COMPOSITE";"SEX";"AGE";"EMPSTA";"PCS";"TYPE_INDICATEUR_DEVDUR";"TIME_PERIOD";"OBS_VALUE"
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y25T54";"_Z";"_Z";"I_NIR";2005;80.9
"ODD13";"13.i4d";"TCO2E";"0";"A";"F";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_NIR";2014;6.5277
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y65T69";"_Z";"_Z";"I_NIR";2004;3
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"F";"Y55T64";"_Z";"_Z";"I_NIR";2015;49
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"M";"Y65T69";"_Z";"_Z";"I_NIR";2022;11.8
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"3_GE18";"_T";"I_ODD";2015;14.9
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"3_GE18";"_T";"I_ODD";2014;14.4
"ODD1";"1.i1a";"PT";"0";"B";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"3_GE18";"_T";"I_ODD";2012;14.5
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"3_GE18";"_T";"I_ODD";2010;15.7
"ODD1";"1.i1a";"PT";"0";"L";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"2";"_T";"I_ODD";2024;
"ODD1";"1.i1a";"PT";"0";"L";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"2";"_T";"I_ODD";2023;
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"2";"_T";"I_ODD";2022;35.3
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT13";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2016;84
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT13";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2015;84
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT13";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2014;86
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT13";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2013;89
"ODD13";"13.i3c";"TCO2E";"6";"A";"F";"FRANCE";"EMIGES_TYP3";"_Z";"_Z";"_Z";"_Z";"I_NIR";2019;367.258796
"ODD2";"2.i6b";"_Z";"3";"L";"F";"FRANCE";"PHYTO4";"_Z";"_Z";"_Z";"_Z";"I_ODD";2023;
"ODD2";"2.i6b";"_Z";"3";"A";"F";"FRANCE";"PHYTO4";"_Z";"_Z";"_Z";"_Z";"I_ODD";2018;4.6
"ODD13";"13.i4d";"TCO2E";"0";"A";"F";"FRANCE";"GES_TYP1";"_Z";"_Z";"_Z";"_Z";"I_NIR";2014;5.09685
"ODD2";"2.i6c";"_Z";"3";"A";"F";"FRANCE";"PHYTO2";"_Z";"_Z";"_Z";"_Z";"I_ODD";2016;0.5
"ODD8";"8.i2";"PT";"0";"L";"F_X_D976";"FRANCE";"_Z";"F";"Y25T54";"_Z";"_Z";"I_NIR";2015;
"ODD2";"2.i6c";"_Z";"3";"P";"F";"FRANCE";"PHYTO3";"_Z";"_Z";"_Z";"_Z";"I_ODD";2022;6
"ODD13";"13.i3c";"TCO2E";"6";"A";"F";"FRANCE";"EMIGES_TYP3";"_Z";"_Z";"_Z";"_Z";"I_NIR";2002;321.874864
"ODD13";"13.i4d";"TCO2E";"0";"A";"F";"FRANCE";"GES_TYP1";"_Z";"_Z";"_Z";"_Z";"I_NIR";2017;5.191764
"ODD8";"8.i2";"PT";"0";"L";"F_X_D976";"FRANCE";"_Z";"F";"Y25T54";"_Z";"_Z";"I_NIR";2014;
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT13";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2012;88
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT13";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2010;95
"ODD13";"13.i4b";"TCO2E";"6";"L";"F";"FRANCE";"ECO_SECT4-5";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2024;
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"2";"_T";"I_ODD";2020;33.8
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"2";"_T";"I_ODD";2019;38.9
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"2";"_T";"I_ODD";2018;37.8
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"2";"_T";"I_ODD";2017;37.6
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"2";"_T";"I_ODD";2016;38.3
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"2";"_T";"I_ODD";2014;37.3
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"2";"_T";"I_ODD";2013;36.6
"ODD1";"1.i1a";"PT";"0";"B";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"2";"_T";"I_ODD";2012;38.7
"ODD2";"2.i6c";"_Z";"3";"P";"F";"FRANCE";"PHYTO1";"_Z";"_Z";"_Z";"_Z";"I_ODD";2021;17.1
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"M";"Y65T69";"_Z";"_Z";"I_NIR";2007;3.9
"ODD13";"13.i4e";"TCO2E";"6";"E";"F";"FRANCE";"GES_TYP2";"_Z";"_Z";"_Z";"_Z";"I_NIR";2023;57.407537
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y25T54";"_Z";"_Z";"I_NIR";2017;80.6
"ODD13";"13.i3c";"TCO2E";"6";"A";"F";"FRANCE";"EMIGES_TYP2";"_Z";"_Z";"_Z";"_Z";"I_NIR";1998;289.294101
"ODD13";"13.i4f";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP1";"_Z";"_Z";"_Z";"_Z";"I_NIR";2017;109.604497
"ODD13";"13.i4e";"TCO2E";"6";"L";"F";"FRANCE";"GES_TYP2";"_Z";"_Z";"_Z";"_Z";"I_NIR";2024;
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"M";"Y65T69";"_Z";"_Z";"I_NIR";2012;6.8
"ODD13";"13.i4f";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP2";"_Z";"_Z";"_Z";"_Z";"I_NIR";1997;19.74663
"ODD3";"3.i4b";"PT";"0";"L";"FM";"FRANCE";"SATISF_NIV1";"F";"Y_GE16";"_Z";"_Z";"I_NIR";2024;
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"2";"_T";"I_ODD";2010;35.8
"ODD1";"1.i1a";"PT";"0";"L";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"1";"_T";"I_ODD";2024;
"ODD1";"1.i1a";"PT";"0";"L";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"1";"_T";"I_ODD";2023;
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"1";"_T";"I_ODD";2022;7.7
"ODD1";"1.i1a";"PT";"0";"B";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"1";"_T";"I_ODD";2021;7.4
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"1";"_T";"I_ODD";2020;7.5
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"1";"_T";"I_ODD";2019;8.1
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"1";"_T";"I_ODD";2018;8.4
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"1";"_T";"I_ODD";2017;8.2
"ODD13";"13.i4f";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP1";"_Z";"_Z";"_Z";"_Z";"I_NIR";2004;126.670293
"ODD13";"13.i4e";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP3";"_Z";"_Z";"_Z";"_Z";"I_NIR";2020;26.410385
"ODD14";"14.i2b";"N_KM2";"0";"A";"FM";"FRANCE";"MER_FACADE5";"_Z";"_Z";"_Z";"_Z";"I_ODD";2018;0.38
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"F";"Y65T69";"_Z";"_Z";"I_NIR";2009;3.6
"ODD13";"13.i4f";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP2";"_Z";"_Z";"_Z";"_Z";"I_NIR";2013;22.697263
"ODD13";"13.i4f";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP2";"_Z";"_Z";"_Z";"_Z";"I_NIR";2018;20.232056
"ODD8";"8.i2";"PT";"0";"L";"F_X_D976";"FRANCE";"_Z";"F";"Y25T54";"_Z";"_Z";"I_NIR";2012;
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"M";"Y65T69";"_Z";"_Z";"I_NIR";2015;6.9
"ODD13";"13.i4f";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP3";"_Z";"_Z";"_Z";"_Z";"I_NIR";2000;15.07567
"ODD2";"2.i6c";"_Z";"3";"L";"F";"FRANCE";"PHYTO3";"_Z";"_Z";"_Z";"_Z";"I_ODD";2023;
"ODD13";"13.i4b";"TCO2E";"6";"P";"F";"FRANCE";"ECO_SECT4-5";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2023;58
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT4-5";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2022;62
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT4-5";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2021;74
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT4-5";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2020;72
"ODD13";"13.i4e";"TCO2E";"6";"A";"F";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_NIR";2005;532.9627
"ODD14";"14.i2c";"N_KM2";"0";"L";"FM";"FRANCE";"MER_FACADE1";"_Z";"_Z";"_Z";"_Z";"I_ODD";2021;
"ODD14";"14.i2c";"N_KM2";"0";"A";"FM";"FRANCE";"MER_FACADE4";"_Z";"_Z";"_Z";"_Z";"I_ODD";2020;28.62
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"M";"Y55T64";"_Z";"_Z";"I_NIR";2006;41
"ODD2";"2.i6c";"_Z";"3";"A";"F";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_ODD";2018;19.7
"ODD13";"13.i4e";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP3";"_Z";"_Z";"_Z";"_Z";"I_NIR";2019;27.553349
"ODD13";"13.i3c";"TCO2E";"6";"A";"F";"FRANCE";"EMIGES_TYP5";"_Z";"_Z";"_Z";"_Z";"I_NIR";2023;216.184429
"ODD3";"3.i4a";"_Z";"0";"A";"FM";"FRANCE";"_Z";"_T";"Y_GE65";"_Z";"_Z";"I_NIR";2010;7.1
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"M";"Y65T69";"_Z";"_Z";"I_NIR";2020;8.2
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y55T64";"_Z";"_Z";"I_NIR";2015;50.1
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"1";"_T";"I_ODD";2015;7.8
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"1";"_T";"I_ODD";2014;7.8
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"1";"_T";"I_ODD";2013;7.5
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"1";"_T";"I_ODD";2011;8
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"1";"_T";"I_ODD";2010;7.5
"ODD1";"1.i1a";"PT";"0";"L";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"1T2_GE18";"_T";"I_ODD";2024;
"ODD1";"1.i1a";"PT";"0";"L";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"1T2_GE18";"_T";"I_ODD";2023;
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"1T2_GE18";"_T";"I_ODD";2022;9.7
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT4-5";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2019;76
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT4-5";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2018;80
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT4-5";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2017;84
"ODD3";"3.i4b";"PT";"0";"A";"FM";"FRANCE";"SATISF_NIV1";"M";"Y_GE16";"_Z";"_Z";"I_NIR";2021;22.1
"ODD13";"13.i4f";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP3";"_Z";"_Z";"_Z";"_Z";"I_NIR";2010;10.528661
"ODD13";"13.i4f";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP3";"_Z";"_Z";"_Z";"_Z";"I_NIR";1997;22.103027
"ODD13";"13.i4d";"TCO2E";"0";"A";"F";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_NIR";2011;7.101087
"ODD13";"13.i4e";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP1";"_Z";"_Z";"_Z";"_Z";"I_NIR";2011;364.378991
"ODD13";"13.i4e";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP2";"_Z";"_Z";"_Z";"_Z";"I_NIR";2009;71.760206
"ODD13";"13.i4e";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP3";"_Z";"_Z";"_Z";"_Z";"I_NIR";2012;28.98928
"ODD13";"13.i4f";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP1";"_Z";"_Z";"_Z";"_Z";"I_NIR";2015;105.788511
"ODD13";"13.i4d";"TCO2E";"0";"A";"F";"FRANCE";"GES_TYP3";"_Z";"_Z";"_Z";"_Z";"I_NIR";2010;0.455106
"ODD3";"3.i4b";"PT";"0";"A";"FM";"FRANCE";"SATISF_NIV2";"M";"Y_GE16";"_Z";"_Z";"I_NIR";2020;64.3
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT4-5";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2016;85
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT4-5";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2015;85
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT4-5";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2014;82
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT4-5";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2013;98
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT4-5";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2012;95
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT4-5";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2011;89
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT4-5";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2010;104
"ODD13";"13.i4b";"TCO2E";"6";"L";"F";"FRANCE";"ECO_SECT2";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2024;
"ODD3";"3.i4a";"_Z";"0";"A";"FM";"FRANCE";"_Z";"_T";"Y25T49";"_Z";"_Z";"I_NIR";2017;7.3
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"1T2_GE18";"_T";"I_ODD";2020;9.7
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"1T2_GE18";"_T";"I_ODD";2018;11
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"1T2_GE18";"_T";"I_ODD";2017;10.8
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"1T2_GE18";"_T";"I_ODD";2016;10.8
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"1T2_GE18";"_T";"I_ODD";2015;10.8
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"1T2_GE18";"_T";"I_ODD";2014;10.8
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"1T2_GE18";"_T";"I_ODD";2013;10.4
"ODD1";"1.i1a";"PT";"0";"B";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"1T2_GE18";"_T";"I_ODD";2012;11
"ODD8";"8.i2";"PT";"0";"L";"F_X_D976";"FRANCE";"_Z";"M";"Y25T54";"_Z";"_Z";"I_NIR";2015;
"ODD2";"2.i6b";"_Z";"3";"A";"F";"FRANCE";"PHYTO3";"_Z";"_Z";"_Z";"_Z";"I_ODD";2010;4.4
"ODD14";"14.i2d";"N_KM2";"0";"L";"FM";"FRANCE";"MER_FACADE5";"_Z";"_Z";"_Z";"_Z";"I_ODD";2024;
"ODD13";"13.i4d";"TCO2E";"0";"A";"F";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_NIR";2003;8.588894
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"M";"Y55T64";"_Z";"_Z";"I_NIR";2007;41
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y55T64";"_Z";"_Z";"I_NIR";2010;41
"ODD13";"13.i4e";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP1";"_Z";"_Z";"_Z";"_Z";"I_NIR";2015;341.285421
"ODD13";"13.i4e";"TCO2E";"6";"A";"F";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_NIR";2020;422.935652
"ODD13";"13.i4f";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP3";"_Z";"_Z";"_Z";"_Z";"I_NIR";2005;11.657689
"ODD13";"13.i3c";"TCO2E";"6";"A";"F";"FRANCE";"EMIGES_TYP2";"_Z";"_Z";"_Z";"_Z";"I_NIR";1997;249.943993
"ODD13";"13.i4d";"TCO2E";"0";"A";"F";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_NIR";2008;7.880126
"ODD13";"13.i4f";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP1";"_Z";"_Z";"_Z";"_Z";"I_NIR";2016;102.623218
"ODD2";"2.i6c";"_Z";"3";"A";"F";"FRANCE";"PHYTO1";"_Z";"_Z";"_Z";"_Z";"I_ODD";2010;6.9
"ODD2";"2.i6b";"_Z";"3";"P";"F";"FRANCE";"PHYTO4";"_Z";"_Z";"_Z";"_Z";"I_ODD";2022;2.8
"ODD13";"13.i3c";"TCO2E";"6";"A";"F";"FRANCE";"EMIGES_TYP3";"_Z";"_Z";"_Z";"_Z";"I_NIR";1995;295.943792
"ODD13";"13.i4d";"TCO2E";"0";"A";"F";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_NIR";2017;6.588939
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"F";"Y55T64";"_Z";"_Z";"I_NIR";2022;55.5
"ODD2";"2.i6b";"_Z";"3";"A";"F";"FRANCE";"PHYTO3";"_Z";"_Z";"_Z";"_Z";"I_ODD";2017;3
"ODD13";"13.i4e";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP2";"_Z";"_Z";"_Z";"_Z";"I_NIR";2011;68.650453
"ODD13";"13.i3c";"TCO2E";"6";"A";"F";"FRANCE";"EMIGES_TYP2";"_Z";"_Z";"_Z";"_Z";"I_NIR";2010;252.779863
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"1T2_GE18";"_T";"I_ODD";2010;10.2
"ODD1";"1.i1a";"PT";"0";"L";"FM";"FRANCE";"NIVIEMED_S60";"_T";"Y30T39";"_T";"_T";"I_ODD";2024;
"ODD1";"1.i1a";"PT";"0";"L";"FM";"FRANCE";"NIVIEMED_S60";"_T";"Y30T39";"_T";"_T";"I_ODD";2023;
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"Y30T39";"_T";"_T";"I_ODD";2022;12.9
"ODD1";"1.i1a";"PT";"0";"B";"FM";"FRANCE";"NIVIEMED_S60";"_T";"Y30T39";"_T";"_T";"I_ODD";2021;12.7
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"Y30T39";"_T";"_T";"I_ODD";2020;12.6
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"Y30T39";"_T";"_T";"I_ODD";2019;12.5
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"Y30T39";"_T";"_T";"I_ODD";2018;13.3
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"Y30T39";"_T";"_T";"I_ODD";2017;12.9
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"M";"Y55T64";"_Z";"_Z";"I_NIR";2019;56.1
"ODD13";"13.i4f";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP2";"_Z";"_Z";"_Z";"_Z";"I_NIR";2017;20.259561
"ODD14";"14.i2a";"N_100m";"0";"A";"FM";"FRANCE";"MER_FACADE3";"_Z";"_Z";"_Z";"_Z";"I_ODD";2023;496
"ODD13";"13.i4e";"TCO2E";"6";"A";"F";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_NIR";2009;511.657665
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y25T54";"_Z";"_Z";"I_NIR";2003;80.6
"ODD2";"2.i6c";"_Z";"3";"P";"F";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_ODD";2022;24
"ODD13";"13.i4f";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP2";"_Z";"_Z";"_Z";"_Z";"I_NIR";2005;16.821208
"ODD13";"13.i4d";"TCO2E";"0";"A";"F";"FRANCE";"GES_TYP2";"_Z";"_Z";"_Z";"_Z";"I_NIR";1996;1.316736
"ODD14";"14.i2b";"N_KM2";"0";"A";"FM";"FRANCE";"MER_FACADE3";"_Z";"_Z";"_Z";"_Z";"I_ODD";2016;210.71
"ODD13";"13.i4f";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP2";"_Z";"_Z";"_Z";"_Z";"I_NIR";2019;19.835831
"ODD13";"13.i4b";"TCO2E";"6";"P";"F";"FRANCE";"ECO_SECT2";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2023;127
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT2";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2022;131
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT2";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2021;127
"ODD13";"13.i4b";"TCO2E";"6";"E";"F";"FRANCE";"ECO_SECT2";"_Z";"_Z";"_Z";"_Z";"I_ODD-NIR";2020;113
"ODD13";"13.i3c";"TCO2E";"6";"L";"F";"FRANCE";"EMIGES_TYP5";"_Z";"_Z";"_Z";"_Z";"I_NIR";1998;
"ODD13";"13.i3c";"TCO2E";"6";"A";"F";"FRANCE";"EMIGES_TYP2";"_Z";"_Z";"_Z";"_Z";"I_NIR";2009;258.949476
"ODD13";"13.i4f";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP3";"_Z";"_Z";"_Z";"_Z";"I_NIR";2014;10.394412
"ODD2";"2.i6c";"_Z";"3";"A";"F";"FRANCE";"_T";"_Z";"_Z";"_Z";"_Z";"I_ODD";2016;15.7
"ODD8";"8.i2";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y25T54";"_Z";"_Z";"I_NIR";2007;82.2
"ODD13";"13.i4d";"TCO2E";"0";"A";"F";"FRANCE";"GES_TYP1";"_Z";"_Z";"_Z";"_Z";"I_NIR";1997;6.716369
"ODD13";"13.i4e";"TCO2E";"6";"A";"F";"FRANCE";"GES_TYP2";"_Z";"_Z";"_Z";"_Z";"I_NIR";2019;62.329599
"ODD13";"13.i4d";"TCO2E";"0";"A";"F";"FRANCE";"GES_TYP1";"_Z";"_Z";"_Z";"_Z";"I_NIR";2000;6.81463
"ODD3";"3.i4b";"PT";"0";"A";"FM";"FRANCE";"SATISF_NIV3";"M";"Y_GE16";"_Z";"_Z";"I_NIR";2022;17.9
"ODD8";"8.i2";"PT";"0";"L";"F_X_D976";"FRANCE";"_Z";"F";"Y25T54";"_Z";"_Z";"I_NIR";2004;
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"Y30T39";"_T";"_T";"I_ODD";2015;13
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"Y30T39";"_T";"_T";"I_ODD";2014;12.5
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"Y30T39";"_T";"_T";"I_ODD";2013;12.2
"ODD1";"1.i1a";"PT";"0";"B";"FM";"FRANCE";"NIVIEMED_S60";"_T";"Y30T39";"_T";"_T";"I_ODD";2012;12
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"Y30T39";"_T";"_T";"I_ODD";2011;12.6
